# Date:     2016-10-04 23:35:14
# Database: cvs
# Target:   all_t2cep
# Query:    (type='BLHer' or type='RVTau' or type='WVir' or type='pWVir') 
# Objects:  603
# Columns:
ID	Field	StarID	RA	Decl	Type	I	V	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-BLG-T2CEP-185		0	 17:55:44.61	-29:25:33.5	WVir	13.478	15.510	14.0294956	0.0008188	5004.69118	0.580	0.146	1.418	0.090	2.294
OGLE-BLG-T2CEP-186	BLG172.4	78587	 17:55:46.22	-31:02:02.5	WVir	13.495	15.426	7.4950265	0.0000646	5003.88287	0.145	0.152	0.349	0.027	0.747
OGLE-BLG-T2CEP-187	BLG124.1	111187	 17:55:50.09	-34:59:18.0	WVir	13.244	14.995	9.6030733	0.0003624	5001.80605	0.615	0.174	5.376	0.132	4.017
OGLE-BLG-T2CEP-188	BLG172.1	170889	 17:55:52.34	-31:24:40.4	BLHer	15.239	16.990	1.9196222	0.0000009	5001.58465	0.382	0.117	5.249	0.145	2.677
OGLE-BLG-T2CEP-189	BLG102.7	115015	 17:55:57.24	-29:35:46.2	WVir	13.497	15.609	13.4057602	0.0001222	5007.63297	0.564	0.137	1.446	0.082	2.658
OGLE-BLG-T2CEP-190	BLG205.6	146102	 17:55:57.52	-28:46:27.4	BLHer	14.915	16.828	1.7554335	0.0000010	5001.21811	0.487	0.234	5.679	0.058	3.837
OGLE-BLG-T2CEP-191	BLG181.3	134227	 17:55:59.38	-30:34:48.5	WVir	13.940	16.263	10.2189721	0.0002172	5009.76811	0.284	0.210	5.408	0.037	4.188
OGLE-BLG-T2CEP-192	BLG181.2	211050	 17:55:59.99	-30:39:36.3	BLHer	14.803	17.021	2.7055210	0.0000050	5002.07367	0.197	0.222	5.316	0.000	-99.99
OGLE-BLG-T2CEP-193	BLG149.1	138712	 17:56:00.33	-33:10:43.6	RVTau	12.864	14.957	23.7343593	0.0009520	5012.94733	0.903	0.159	6.283	0.022	4.706
OGLE-BLG-T2CEP-194	BLG124.4	35340	 17:56:08.69	-34:37:22.0	WVir	13.366	14.523	12.4613123	0.0015979	5004.07136	0.466	0.331	5.384	0.059	0.615
OGLE-BLG-T2CEP-195	BLG102.8	57866	 17:56:11.61	-29:47:12.0	BLHer	15.545	17.642	1.5355409	0.0000009	5000.25441	0.291	0.027	0.424	0.032	1.212
OGLE-BLG-T2CEP-196	BLG102.7	61670	 17:56:13.69	-29:39:02.6	RVTau	12.256	14.256	36.7372745	0.0025238	5001.75053	0.805	0.109	5.827	0.044	0.334
OGLE-BLG-T2CEP-197	BLG214.5	63890	 17:56:25.08	-28:05:17.3	WVir	13.879	16.383	10.9034524	0.0002984	5000.17129	0.218	0.111	1.896	0.021	3.578
OGLE-BLG-T2CEP-198	BLG172.3	35564	 17:56:27.28	-31:14:21.6	WVir	14.025	16.080	7.2908324	0.0000718	5003.21219	0.147	0.137	0.269	0.034	0.728
OGLE-BLG-T2CEP-199	BLG164.2	95221	 17:56:27.52	-31:56:09.0	BLHer	15.653	17.151	1.0211596	0.0000017	5000.98249	0.287	0.300	5.416	0.077	4.912
OGLE-BLG-T2CEP-200	BLG214.5	128439	 17:56:37.70	-28:01:28.0	WVir	15.062	17.674	8.0777969	0.0000685	5006.80498	0.429	0.246	5.639	0.053	4.631
OGLE-BLG-T2CEP-201	BLG214.8	15199	 17:56:38.48	-28:33:29.2	WVir	13.521	15.619	11.3194083	0.0002370	5010.46253	0.271	0.110	1.600	0.052	2.579
OGLE-BLG-T2CEP-202	BLG205.7	98898	 17:56:44.73	-28:57:25.6	BLHer	15.751	18.241	2.7591166	0.0000071	5001.62973	0.337	0.177	5.342	0.121	3.977
OGLE-BLG-T2CEP-203	BLG205.7	30168	 17:56:46.29	-29:01:24.2	WVir	15.029	18.118	10.7158923	0.0001493	5006.70483	0.407	0.164	0.582	0.089	0.804
OGLE-BLG-T2CEP-204	BLG172.2	163161	 17:56:47.42	-31:17:00.3	BLHer	15.743	17.543	1.0606757	0.0000005	5000.98507	0.349	0.204	4.629	0.037	2.668
OGLE-BLG-T2CEP-205	BLG182.7	117111	 17:56:47.74	-30:42:49.2	RVTau	13.624	15.691	24.1441386	0.0010085	5001.64156	0.840	0.052	5.901	0.039	2.475
OGLE-BLG-T2CEP-206	BLG205.5	195254	 17:56:50.57	-28:38:31.3	BLHer	15.266	17.233	1.2907391	0.0000006	5000.90038	0.608	0.254	4.400	0.120	4.400
OGLE-BLG-T2CEP-207	BLG142.2	23596	 17:57:06.94	-33:44:40.3	BLHer	14.663	15.886	1.7659671	0.0000009	5001.04185	0.669	0.292	4.758	0.215	2.781
OGLE-BLG-T2CEP-208	BLG102.2	33688	 17:57:07.67	-29:38:07.3	WVir	13.915	16.399	11.1352511	0.0001674	5007.49057	0.253	0.129	1.023	0.045	2.459
OGLE-BLG-T2CEP-209	BLG205.6	64160	 17:57:11.87	-28:51:49.5	BLHer	15.445	17.279	1.1812838	0.0000017	5000.14712	0.388	0.330	5.153	0.143	4.065
OGLE-BLG-T2CEP-210	BLG173.8	117215	 17:57:16.55	-31:26:54.6	WVir	14.071	16.023	8.3817315	0.0001475	5003.22571	0.124	0.109	0.288	0.031	0.261
OGLE-BLG-T2CEP-211	BLG103.1	184475	 17:57:25.43	-30:15:30.8	BLHer	15.458	17.565	1.5814142	0.0000011	5001.19620	0.633	0.366	4.511	0.041	1.154
OGLE-BLG-T2CEP-212	BLG102.3	240385	 17:57:31.15	-29:21:49.6	WVir	13.900	16.292	14.1184071	0.0001814	5012.08352	0.549	0.133	1.758	0.081	2.668
OGLE-BLG-T2CEP-213	BLG102.2	57487	 17:57:41.99	-29:37:55.3	BLHer	15.173	16.731	1.1203209	0.0000002	5000.84439	0.539	0.259	4.643	0.133	3.674
OGLE-BLG-T2CEP-214	BLG157.3	1	 17:57:45.09	-32:25:12.0	BLHer	14.212	15.494	2.2376613	0.0000031	5002.07219	0.730	0.446	5.160	0.219	3.342
OGLE-BLG-T2CEP-215	BLG188.7	111074	 17:57:52.30	-30:06:43.3	RVTau	14.084	17.348	27.8721560	0.0036216	5016.92817	0.601	0.214	5.319	0.036	3.427
OGLE-BLG-T2CEP-216	BLG104.7	9096	 17:57:56.23	-29:36:07.7	WVir	12.746	14.566	14.6712625	0.0001076	5005.93849	0.883	0.291	0.003	0.045	3.104
OGLE-BLG-T2CEP-217	BLG104.8	7084	 17:57:58.66	-29:45:01.3	RVTau	12.902	14.882	22.4680123	0.0008784	5010.01309	0.899	0.119	6.128	0.039	5.375
OGLE-BLG-T2CEP-218	BLG188.7	173371	 17:57:58.73	-30:04:51.0	RVTau	13.074	15.741	35.8447735	0.0073879	5004.22108	0.952	0.206	6.059	0.093	5.801
OGLE-BLG-T2CEP-219	BLG173.5	216478	 17:58:02.80	-30:57:46.2	WVir	13.754	16.116	12.0662747	0.0001878	5005.92961	0.741	0.276	5.535	0.041	0.342
OGLE-BLG-T2CEP-220	BLG205.2	38054	 17:58:03.41	-29:01:13.4	BLHer	14.701	16.515	2.3141936	0.0000007	5002.18224	0.480	0.199	5.627	0.076	3.869
OGLE-BLG-T2CEP-221	BLG143.8	0	 17:58:11.74	-33:50:38.8	RVTau	12.054	13.789	20.1779697	0.0084972	5010.14831	1.165	0.240	6.184	0.096	5.091
OGLE-BLG-T2CEP-222	BLG157.4	64820	 17:58:12.02	-32:13:51.9	BLHer	15.794	17.390	1.1479540	0.0000050	5000.72252	0.162	0.108	5.096	0.094	4.278
OGLE-BLG-T2CEP-223	BLG165.4	167574	 17:58:14.61	-31:33:24.3	BLHer	14.631	16.198	1.8547075	0.0000005	5000.83263	0.750	0.494	4.495	0.266	1.945
OGLE-BLG-T2CEP-224	BLG223.8	150602	 17:58:20.61	-27:51:52.5	RVTau	12.666	15.670	37.7501086	0.0049307	5014.21556	0.785	0.202	6.130	0.061	6.111
OGLE-BLG-T2CEP-225	BLG214.3	151199	 17:58:21.92	-28:12:23.3	BLHer	17.181	19.803	1.0531000	0.0000013	5000.86147	0.355	0.316	5.085	0.119	3.643
OGLE-BLG-T2CEP-226	BLG188.6	154240	 17:58:22.86	-29:58:46.2	WVir	12.970	14.964	16.2871012	0.0002281	5005.26529	0.834	0.053	0.464	0.068	2.926
OGLE-BLG-T2CEP-227	BLG223.5	64647	 17:58:30.39	-27:29:16.2	BLHer	16.912	19.121	1.6399326	0.0000020	5000.80030	0.547	0.300	4.673	0.162	1.424
OGLE-BLG-T2CEP-228	BLG206.7	214674	 17:58:34.24	-28:53:51.9	BLHer	15.153	16.800	1.2044216	0.0000008	5000.52120	0.146	0.191	5.875	0.064	6.173
OGLE-BLG-T2CEP-229	BLG214.1	158409	 17:58:36.42	-28:29:30.9	RVTau	12.160	14.454	33.1909552	0.0051447	5002.86471	0.560	0.120	5.572	0.101	5.181
OGLE-BLG-T2CEP-230	BLG150.1	101216	 17:58:44.98	-33:14:13.8	WVir	13.581	16.047	16.3990936	0.0004142	5013.94136	0.877	0.079	0.385	0.055	3.197
OGLE-BLG-T2CEP-231	BLG188.5	106634	 17:58:47.45	-29:52:36.5	BLHer	14.423	15.680	1.5139188	0.0000006	5000.39210	0.758	0.418	4.265	0.052	1.021
OGLE-BLG-T2CEP-232	BLG173.2	73821	 17:58:52.36	-31:20:44.1	RVTau	12.834	14.752	21.9960587	0.0009048	5012.78081	0.901	0.115	6.109	0.011	4.406
OGLE-BLG-T2CEP-233	BLG165.2	128927	 17:58:52.88	-31:53:55.5	BLHer	15.036	16.873	2.3207129	0.0000035	5000.04706	0.436	0.191	5.632	0.093	3.792
OGLE-BLG-T2CEP-234	BLG215.7	131724	 17:58:54.50	-28:21:30.5	BLHer	14.783	16.339	1.4001975	0.0000007	5001.12384	0.695	0.347	4.293	0.025	3.742
OGLE-BLG-T2CEP-235	BLG104.5	234169	 17:58:55.90	-29:10:57.2	BLHer	14.197	15.596	2.8843514	0.0000013	5001.52075	0.770	0.327	5.217	0.152	3.782
OGLE-BLG-T2CEP-236		0	 17:58:55.95	-28:43:19.5	WVir	13.864	15.552	7.1384277	0.0001549	5006.92135	0.373	0.244	5.489	0.063	5.040
OGLE-BLG-T2CEP-237	BLG182.3	27920	 17:58:56.19	-30:38:47.6	WVir	14.120	16.533	10.1059293	0.0001552	5002.02290	0.419	0.171	6.161	0.078	5.621
OGLE-BLG-T2CEP-238	BLG188.2	183587	 17:59:04.98	-30:05:02.2	BLHer	14.648	16.338	2.7700384	0.0000030	5001.63648	0.441	0.226	5.520	0.123	4.268
OGLE-BLG-T2CEP-239	BLG215.6	69433	 17:59:05.21	-28:13:51.4	WVir	13.393	15.574	12.0776754	0.0004143	5009.72048	0.304	0.125	1.979	0.082	2.692
OGLE-BLG-T2CEP-240	BLG223.7	33782	 17:59:11.88	-27:49:48.7	WVir	14.231	16.723	11.5047711	0.0002303	5002.57431	0.758	0.237	5.592	0.102	0.495
OGLE-BLG-T2CEP-241	BLG135.6	53779	 17:59:25.04	-34:09:48.0	WVir	12.661	14.219	15.2911675	0.0021254	5010.51864	0.828	0.123	1.356	0.099	2.412
OGLE-BLG-T2CEP-242	BLG188.1	58676	 17:59:30.73	-30:20:00.1	BLHer	15.111	16.893	1.6982330	0.0000009	5000.79285	0.437	0.159	5.380	0.150	2.526
OGLE-BLG-T2CEP-243	BLG188.4	22969	 17:59:31.28	-29:54:16.8	WVir	13.428	15.162	10.6422219	0.0001880	5001.01420	0.250	0.135	1.277	0.046	2.235
OGLE-BLG-T2CEP-244	BLG215.6	212290	 17:59:40.44	-28:08:47.3	WVir	13.669	15.595	8.5255155	0.0002856	5004.96125	0.113	0.099	0.459	0.022	1.835
OGLE-BLG-T2CEP-245	BLG151.7	139182	 17:59:42.63	-33:03:02.9	BLHer	15.363	17.495	3.8872514	0.0002149	5002.09146	0.438	0.240	6.032	0.062	4.868
OGLE-BLG-T2CEP-246	BLG188.3	0	 17:59:46.99	-29:57:21.7	RVTau	11.731	13.379	31.5270141	0.0036478	5016.49683	0.651	0.389	5.967	0.207	4.544
OGLE-BLG-T2CEP-247	BLG206.7	205663	 17:59:53.49	-28:56:37.6	BLHer	14.836	16.299	1.7302787	0.0000005	5000.58560	0.570	0.307	4.897	0.206	2.136
OGLE-BLG-T2CEP-248	BLG158.5	71453	 17:59:59.55	-32:12:11.4	RVTau	13.177	15.183	20.6047282	0.0012524	5001.39267	0.937	0.078	6.239	0.031	2.604
OGLE-BLG-T2CEP-249	BLG188.4	0	 18:00:05.14	-29:48:53.4	RVTau	11.724	13.330	31.8000110	0.0046214	5002.88522	0.905	0.162	5.787	0.062	5.610
OGLE-BLG-T2CEP-250	BLG135.7	162424	 18:00:09.65	-34:14:12.0	WVir	12.626	14.100	15.7828706	0.0017811	5010.31805	0.876	0.095	0.809	0.085	2.754
OGLE-BLG-T2CEP-251	BLG223.3	202515	 18:00:17.16	-27:33:46.0	BLHer	15.143	17.046	1.5462173	0.0000009	5001.26057	0.567	0.316	4.571	0.053	0.776
OGLE-BLG-T2CEP-252	BLG151.7	31659	 18:00:29.71	-33:10:19.4	BLHer	15.266	17.001	2.0300113	0.0000096	5000.44074	0.611	0.189	5.431	0.074	3.133
OGLE-BLG-T2CEP-253	BLG215.3	137367	 18:00:30.63	-28:11:48.2	WVir	13.679	15.568	8.5165375	0.0001937	5002.66218	0.111	0.117	0.565	0.019	1.127
OGLE-BLG-T2CEP-254	BLG174.6	202084	 18:00:31.93	-31:06:24.5	WVir	13.851	16.024	9.8251979	0.0003948	5004.25411	0.195	0.152	1.219	0.051	1.733
OGLE-BLG-T2CEP-255	BLG174.5	88245	 18:00:44.05	-31:02:12.4	WVir	13.313	15.328	13.9480791	0.0001965	5010.79177	0.892	0.254	0.115	0.072	2.755
OGLE-BLG-T2CEP-256	BLG232.2	145069	 18:00:44.08	-27:10:17.9	WVir	13.642	16.354	18.9307568	0.0007598	5010.31594	0.803	0.088	1.309	0.074	1.995
OGLE-BLG-T2CEP-257	BLG189.6	137529	 18:00:48.31	-29:58:54.4	BLHer	14.466	16.000	2.2456512	0.0000017	5000.70498	0.516	0.190	5.597	0.071	3.883
OGLE-BLG-T2CEP-258	BLG183.1	53457	 18:00:57.82	-30:54:53.0	RVTau	13.037	15.251	32.7124617	0.0028786	5007.36914	0.741	0.100	5.571	0.019	1.812
OGLE-BLG-T2CEP-259	BLG206.4	121912	 18:01:04.49	-28:41:21.6	BLHer	14.451	15.951	2.2474819	0.0000006	5000.75160	0.425	0.175	5.491	0.092	3.458
OGLE-BLG-T2CEP-260	BLG232.2	213385	 18:01:08.04	-27:07:39.4	BLHer	15.170	17.841	4.0993353	0.0000237	5000.24543	0.272	0.198	5.470	0.061	4.853
OGLE-BLG-T2CEP-261	BLG232.4	72288	 18:01:11.06	-26:53:36.7	BLHer	16.690	19.475	1.0395352	0.0000049	5000.45995	0.112	0.193	5.635	0.000	-99.99
OGLE-BLG-T2CEP-262	BLG105.7	0	 18:01:12.28	-29:32:01.5	RVTau	12.068	13.720	23.7590867	0.0002258	5002.13014	0.950	0.398	5.683	0.221	4.156
OGLE-BLG-T2CEP-263	BLG189.8	33470	 18:01:13.89	-30:20:36.9	RVTau	12.176	13.949	28.2958833	0.0027382	5026.77102	0.875	0.112	6.019	0.033	5.396
OGLE-BLG-T2CEP-264	BLG166.2	16035	 18:01:17.38	-31:57:21.9	WVir	19.199	-99.99	6.3222251	0.0005212	5002.28694	0.540	0.189	4.929	0.000	-99.99
OGLE-BLG-T2CEP-265	BLG174.4	18408	 18:01:20.32	-31:04:02.9	WVir	13.307	15.426	12.2396279	0.0003835	5000.58420	0.887	0.364	5.537	0.038	1.341
OGLE-BLG-T2CEP-266	BLG126.3	24162	 18:01:27.10	-34:46:31.9	BLHer	14.455	15.563	1.7199017	0.0000087	5000.79819	0.425	0.161	5.221	0.185	2.423
OGLE-BLG-T2CEP-267	BLG189.5	179146	 18:01:32.68	-29:49:12.0	WVir	14.003	15.671	5.5237312	0.0000870	5003.15709	0.216	0.069	4.971	0.024	4.505
OGLE-BLG-T2CEP-268	BLG224.8	96584	 18:01:33.33	-27:57:24.3	RVTau	12.641	14.677	38.3638140	0.0105821	5035.19496	0.578	0.086	0.481	0.028	1.407
OGLE-BLG-T2CEP-269	BLG233.8	74449	 18:01:41.14	-27:22:02.3	WVir	14.491	17.104	9.7116495	0.0002018	5008.16284	0.545	0.165	5.455	0.096	4.335
OGLE-BLG-T2CEP-270	BLG233.6	53577	 18:01:45.78	-27:03:40.3	BLHer	16.245	18.770	1.8738334	0.0000012	5000.26234	0.585	0.263	5.272	0.169	3.051
OGLE-BLG-T2CEP-271	BLG174.2	189620	 18:01:48.94	-31:15:17.9	WVir	13.049	14.817	14.0487145	0.0011803	5010.35671	0.512	0.112	1.855	0.058	2.537
OGLE-BLG-T2CEP-272	BLG105.3	141753	 18:02:06.56	-29:22:19.4	WVir	13.217	15.096	10.1048101	0.0003992	5003.60661	0.152	0.139	5.458	0.035	5.182
OGLE-BLG-T2CEP-273	BLG105.4	80613	 18:02:08.43	-29:15:22.1	BLHer	13.109	14.617	3.8660119	0.0000405	5002.83529	0.569	0.290	5.380	0.085	4.300
OGLE-BLG-T2CEP-274	BLG144.2	93289	 18:02:24.32	-33:40:38.5	BLHer	14.667	15.832	2.1152847	0.0000085	5001.88785	0.642	0.222	5.398	0.087	3.266
OGLE-BLG-T2CEP-275	BLG184.5	81252	 18:02:27.58	-30:25:34.3	WVir	12.998	14.521	9.9393975	0.0000652	5008.34194	0.658	0.171	5.231	0.131	4.979
OGLE-BLG-T2CEP-276	BLG207.1	57641	 18:02:36.72	-29:07:03.6	BLHer	14.585	15.825	1.1390302	0.0000003	5000.06315	0.568	0.252	4.661	0.129	3.662
OGLE-BLG-T2CEP-277	BLG216.8	53501	 18:02:37.18	-28:34:38.3	WVir	12.755	14.398	14.9689663	0.0002106	5008.29640	0.728	0.107	1.470	0.075	2.755
OGLE-BLG-T2CEP-278	BLG207.4	82485	 18:02:56.02	-28:40:39.4	BLHer	14.865	16.210	1.5052126	0.0000003	5000.46933	0.608	0.353	4.203	0.073	0.555
OGLE-BLG-T2CEP-279	BLG184.7	133264	 18:02:56.60	-30:42:34.4	BLHer	14.760	16.476	2.3992663	0.0000022	5001.16542	0.592	0.217	5.461	0.075	3.964
OGLE-BLG-T2CEP-280	BLG224.1	114279	 18:03:09.59	-27:56:12.4	BLHer	15.105	16.780	1.6844346	0.0000026	5000.88968	0.206	0.113	3.098	0.126	2.161
OGLE-BLG-T2CEP-281	BLG196.6	7356	 18:03:26.03	-29:27:15.5	BLHer	14.945	16.347	1.3511588	0.0000005	5000.75545	0.555	0.267	4.276	0.064	3.549
OGLE-BLG-T2CEP-282	BLG207.1	155394	 18:03:27.81	-29:06:01.1	WVir	13.468	15.126	8.9157781	0.0000525	5000.71745	0.403	0.222	5.809	0.060	5.011
OGLE-BLG-T2CEP-283	BLG190.6	71913	 18:03:33.63	-30:01:14.9	BLHer	14.430	15.562	1.7480311	0.0000005	5000.54493	0.769	0.475	4.555	0.259	1.907
OGLE-BLG-T2CEP-284	BLG190.6	13833	 18:03:36.10	-30:01:51.9	BLHer	14.365	15.554	1.7972265	0.0000010	5001.42781	0.719	0.458	4.736	0.260	2.269
OGLE-BLG-T2CEP-285	BLG167.2	100415	 18:03:46.45	-31:52:52.9	WVir	13.134	14.637	8.7902150	0.0003523	5008.36635	0.141	0.120	0.707	0.035	0.604
OGLE-BLG-T2CEP-286	BLG196.7	142944	 18:03:55.35	-29:32:25.0	BLHer	14.214	15.724	2.8411888	0.0000027	5002.57344	0.549	0.172	5.216	0.088	2.786
OGLE-BLG-T2CEP-287	BLG145.8	0	 18:04:07.49	-33:46:58.3	WVir	12.504	13.333	11.6150008	0.0009902	5001.27068	0.775	0.398	5.042	0.128	4.662
OGLE-BLG-T2CEP-288	BLG159.3	0	 18:04:07.56	-32:21:59.3	RVTau	11.488	12.698	40.3099025	0.0612583	5025.37065	1.058	0.226	0.159	0.202	5.611
OGLE-BLG-T2CEP-289	BLG196.7	204883	 18:04:07.83	-29:28:53.8	BLHer	14.122	15.298	2.2860127	0.0000012	5000.45457	0.721	0.463	4.854	0.294	2.846
OGLE-BLG-T2CEP-290	BLG208.8	204148	 18:04:19.85	-29:02:44.3	WVir	13.386	14.914	7.4493539	0.0000982	5006.21500	0.229	0.137	5.236	0.023	4.688
OGLE-BLG-T2CEP-291	BLG234.3	139566	 18:05:25.51	-27:01:29.4	BLHer	14.102	15.482	2.2835539	0.0000034	5000.90315	0.550	0.211	5.492	0.088	4.089
OGLE-BLG-T2CEP-292	BLG234.4	24860	 18:05:48.67	-26:55:03.3	WVir	13.191	14.992	9.2076216	0.0001594	5007.16657	0.184	0.143	0.967	0.037	1.502
OGLE-BLG-T2CEP-293	BLG168.6	169190	 18:06:01.02	-31:42:11.2	WVir	13.569	14.909	6.2270614	0.0000221	5005.51730	0.736	0.261	5.371	0.074	4.055
OGLE-BLG-T2CEP-294	BLG226.6	33566	 18:06:27.84	-27:40:29.0	BLHer	14.278	15.950	3.8829538	0.0000078	5002.21119	0.529	0.254	5.045	0.094	3.443
OGLE-BLG-T2CEP-295	BLG209.5	163504	 18:06:28.40	-28:35:52.4	BLHer	17.769	19.755	4.9951450	0.0005778	5001.26849	0.490	0.241	3.914	0.108	4.125
OGLE-BLG-T2CEP-296	BLG249.4	70720	 18:06:32.77	-25:42:57.8	BLHer	15.490	17.873	1.8154405	0.0000008	5000.63624	0.757	0.436	4.813	0.267	2.399
OGLE-BLG-T2CEP-297	BLG168.4	147792	 18:06:33.88	-31:33:13.4	BLHer	14.600	15.939	1.1129578	0.0000069	5000.17111	0.181	0.231	5.686	0.089	5.577
OGLE-BLG-T2CEP-298	BLG185.4	0	 18:06:37.20	-30:22:04.5	RVTau	12.333	13.852	31.6669448	0.0035198	5002.86776	0.897	0.124	5.816	0.024	5.402
OGLE-BLG-T2CEP-299	BLG153.4	119806	 18:06:38.45	-32:44:17.0	WVir	13.337	15.128	14.1928706	0.0017525	5002.54052	0.621	0.116	1.596	0.100	2.326
OGLE-BLG-T2CEP-300	BLG128.3	75167	 18:06:44.00	-34:41:15.6	BLHer	13.933	14.807	2.2068529	0.0000098	5000.30794	0.541	0.182	5.487	0.077	3.718
OGLE-BLG-T2CEP-301	BLG153.3	19478	 18:06:59.66	-32:59:54.7	WVir	12.959	14.358	10.5920635	0.0018601	5009.20874	0.309	0.154	1.403	0.078	1.523
OGLE-BLG-T2CEP-302		0	 18:07:00.46	-27:36:19.4	RVTau	12.495	14.423	25.4452862	0.0027970	5000.01349	0.914	0.131	5.977	0.056	4.867
OGLE-BLG-T2CEP-303		0	 18:07:07.52	-27:31:08.0	RVTau	11.839	13.832	38.3562653	0.0120197	5034.51450	0.827	0.147	5.947	0.086	6.129
OGLE-BLG-T2CEP-304	BLG209.5	27413	 18:07:11.80	-28:42:29.6	BLHer	14.704	15.880	1.5322755	0.0000200	5001.05825	0.546	0.261	4.607	0.056	0.558
OGLE-BLG-T2CEP-305	BLG146.2	3	 18:07:17.67	-33:45:26.9	WVir	12.637	13.797	15.1114652	0.0020575	5011.35249	0.836	0.106	1.638	0.109	2.625
OGLE-BLG-T2CEP-306	BLG186.8	81705	 18:07:22.89	-30:52:19.6	WVir	12.689	14.236	15.2888367	0.0016830	5012.05020	0.861	0.112	0.980	0.101	2.685
OGLE-BLG-T2CEP-307	BLG197.1	169554	 18:07:39.81	-29:38:20.5	RVTau	15.662	17.928	25.4694659	0.0064934	5024.30169	0.471	0.279	0.134	0.172	0.843
OGLE-BLG-T2CEP-308	BLG257.7	132110	 18:08:04.34	-25:23:19.9	BLHer	15.347	17.415	1.8595148	0.0000011	5001.62224	0.450	0.169	5.454	0.131	2.936
OGLE-BLG-T2CEP-309	BLG218.3	173721	 18:08:07.96	-28:08:56.6	BLHer	15.324	16.881	1.1481555	0.0000033	5000.87827	0.088	0.100	5.360	0.000	-99.99
OGLE-BLG-T2CEP-310	BLG154.5	16549	 18:08:20.54	-32:50:05.1	WVir	13.301	14.736	9.4609957	0.0011475	5000.29424	0.187	0.137	1.052	0.091	1.925
OGLE-BLG-T2CEP-311	BLG242.8	53112	 18:08:35.13	-26:47:12.4	BLHer	14.133	15.744	3.8616724	0.0000051	5003.03497	0.454	0.276	5.667	0.121	5.009
OGLE-BLG-T2CEP-312	BLG227.6	69732	 18:08:37.90	-27:37:55.0	WVir	13.215	14.952	8.1170577	0.0001667	5001.87902	0.278	0.193	6.049	0.069	5.833
OGLE-BLG-T2CEP-313	BLG186.3	2	 18:08:42.70	-30:39:19.8	WVir	12.851	14.263	7.5260146	0.0001042	5006.54530	0.436	0.114	4.147	0.087	1.122
OGLE-BLG-T2CEP-314		0	 18:08:44.36	-32:13:10.6	WVir	12.662	13.800	9.5116808	0.0002587	5006.41192	0.494	0.179	4.255	0.066	2.546
OGLE-BLG-T2CEP-315	BLG198.7	19163	 18:08:59.37	-29:37:06.8	BLHer	14.687	15.941	1.8964896	0.0000232	5000.33674	0.127	0.191	3.716	0.063	0.029
OGLE-BLG-T2CEP-316	BLG250.1	68580	 18:09:12.22	-26:10:31.0	BLHer	14.289	16.167	3.1264988	0.0000036	5003.01488	0.536	0.274	5.492	0.151	4.508
OGLE-BLG-T2CEP-317	BLG161.4	14937	 18:09:20.31	-32:15:53.6	WVir	13.793	15.450	7.8847757	0.0002823	5001.47706	0.358	0.161	0.584	0.072	1.263
OGLE-BLG-T2CEP-318		0	 18:09:33.11	-32:27:56.4	WVir	12.714	14.014	12.1880885	0.0005808	5002.33926	0.313	0.114	2.121	0.057	2.712
OGLE-BLG-T2CEP-319		0	 18:09:45.32	-26:16:23.6	WVir	13.019	14.768	12.7662318	0.0005916	5005.15411	0.629	0.195	0.629	0.112	1.582
OGLE-BLG-T2CEP-320	BLG243.6	63784	 18:10:22.95	-26:26:34.3	WVir	13.380	15.035	8.9281155	0.0006879	5008.48421	0.134	0.105	0.744	0.022	1.499
OGLE-BLG-T2CEP-321	BLG162.7	98567	 18:10:23.52	-32:28:10.4	RVTau	12.277	14.269	22.5544289	0.0114560	5015.57970	1.083	0.113	5.973	0.038	5.167
OGLE-BLG-T2CEP-322	BLG227.4	112819	 18:10:45.78	-27:30:25.1	BLHer	14.714	16.037	1.3971653	0.0000005	5001.14544	0.602	0.310	4.173	0.027	4.815
OGLE-BLG-T2CEP-323	BLG243.6	39791	 18:11:01.41	-26:28:55.8	BLHer	13.501	14.012	4.4638897	0.0002098	5001.34805	0.087	0.078	5.042	0.039	3.303
OGLE-BLG-T2CEP-324	BLG170.1	0	 18:11:57.72	-32:02:30.8	RVTau	12.097	13.113	27.3092795	0.0143715	5012.59832	1.086	0.225	5.533	0.132	5.391
OGLE-BLG-T2CEP-325	BLG187.1	127515	 18:11:58.60	-30:49:33.1	BLHer	13.930	14.896	1.4841480	0.0000051	5000.91769	0.727	0.407	4.364	0.192	1.091
OGLE-BLG-T2CEP-326	BLG178.3	106810	 18:12:52.53	-31:09:17.8	BLHer	14.421	15.362	1.0808716	0.0000080	5000.68039	0.247	0.242	5.463	0.052	5.254
OGLE-BLG-T2CEP-327	BLG265.7	44388	 18:13:22.55	-24:50:33.3	WVir	14.263	16.482	6.9934462	0.0004446	5006.08605	0.352	0.204	5.674	0.064	4.786
OGLE-BLG-T2CEP-328	BLG237.2	142944	 18:14:05.13	-27:09:37.8	WVir	13.228	14.745	12.1744877	0.0013606	5007.30421	0.390	0.123	1.633	0.086	2.427
OGLE-BLG-T2CEP-329	BLG272.1	38413	 18:16:21.64	-24:24:37.8	WVir	13.758	15.693	7.5787437	0.0002395	5001.04852	0.237	0.129	5.109	0.018	5.301
